sid,time,lat,lon,wind,pres,dist2land,basin
2022008S13148,2022-01-08 00:00:00,-12.6,147.7,25,1005,270,SP
2022008S13148,2022-01-08 03:00:00,-12.9,147.8, , ,303,SP
2022008S13148,2022-01-08 06:00:00,-13.1,147.9,25,1004,324,SP
2022008S13148,2022-01-08 09:00:00,-13.2,147.9, , ,336,SP
2022008S13148,2022-01-08 12:00:00,-13.3,148.0,30,1004,347,SP
2022008S13148,2022-01-08 15:00:00,-13.5,148.0, , ,336,SP
2022008S13148,2022-01-08 18:00:00,-13.7,147.9,30,1002,315,SP
2022008S13148,2022-01-08 21:00:00,-13.8,147.5, , ,272,SP
2022008S13148,2022-01-09 00:00:00,-14.0,147.2,30,1000,238,SP
2022008S13148,2022-01-09 03:00:00,-14.0,147.0, , ,214,SP
2022008S13148,2022-01-09 06:00:00,-14.1,146.8,40,995,196,SP
2022008S13148,2022-01-09 09:00:00,-14.0,146.4, , ,163,SP
2022008S13148,2022-01-09 12:00:00,-14.0,145.9,50,992,125,SP
2022008S13148,2022-01-09 15:00:00,-14.0,145.4, , ,95,SP
2022008S13148,2022-01-09 18:00:00,-14.1,144.9,50,990,46,SP
2022008S13148,2022-01-09 21:00:00,-14.1,144.5,55,991,22,SP
2022008S13148,2022-01-10 00:00:00,-14.3,144.2,55,992,15,SP
2022008S13148,2022-01-10 03:00:00,-14.4,144.0,45,993,10,SP
2022008S13148,2022-01-10 06:00:00,-14.6,143.7,35,994,0,SP
2022008S13148,2022-01-10 09:00:00,-14.6,143.3, , ,0,SP
2022008S13148,2022-01-10 12:00:00,-14.6,142.8,30,1003,0,SP
2022008S13148,2022-01-10 15:00:00,-14.6,142.2, , ,0,SP
2022008S13148,2022-01-10 18:00:00,-14.6,141.7,30,1002,0,SP
2022008S13148,2022-01-10 21:00:00,-14.5,141.4, , ,10,SP
2022008S13148,2022-01-11 00:00:00,-14.6,141.1,35,1000,43,SP
2022008S13148,2022-01-11 03:00:00,-14.8,140.6, , ,102,SP
2022008S13148,2022-01-11 06:00:00,-15.0,139.9,35,998,180,SP
2022008S13148,2022-01-11 09:00:00,-15.0,139.0, , ,193,SP
2022008S13148,2022-01-11 12:00:00,-14.9,138.1,50,995,136,SP
2022008S13148,2022-01-11 15:00:00,-14.9,137.4, , ,79,SP
2022008S13148,2022-01-11 18:00:00,-14.8,136.7,50,992,55,SP
2022008S13148,2022-01-11 21:00:00,-14.7,136.1, , ,58,SP
2022008S13148,2022-01-12 00:00:00,-14.7,135.5,50,988,0,SP
2022008S13148,2022-01-12 03:00:00,-14.5,134.6, , ,0,SI
2022008S13148,2022-01-12 06:00:00,-14.5,133.7,35,992,0,SI
2022008S13148,2022-01-12 09:00:00,-14.6,133.2, , ,0,SI
2022008S13148,2022-01-12 12:00:00,-14.8,132.8,30,998,0,SI
2022008S13148,2022-01-12 15:00:00,-14.9,132.2, , ,0,SI
2022008S13148,2022-01-12 18:00:00,-15.1,131.7,20,1000,0,SI
2022008S13148,2022-01-12 21:00:00,-15.3,131.2, , ,0,SI
2022008S13148,2022-01-13 00:00:00,-15.4,130.6,15,1002,0,SI
2022008S13148,2022-01-13 03:00:00,-15.5,130.0, , ,0,SI
2022008S13148,2022-01-13 06:00:00,-15.6,129.4,15,1000,0,SI
2022008S13148,2022-01-13 09:00:00,-15.7,128.7, , ,0,SI
2022008S13148,2022-01-13 12:00:00,-15.9,128.0,15,1000,0,SI
2022008S13148,2022-01-13 15:00:00,-15.9,127.4, , ,0,SI
2022008S13148,2022-01-13 18:00:00,-16.0,127.0,15,1000,0,SI
2022008S13148,2022-01-13 21:00:00,-16.0,126.6, , ,0,SI
2022008S13148,2022-01-14 00:00:00,-16.1,126.3,15,1000,0,SI
2022008S13148,2022-01-14 03:00:00,-16.3,126.0, , ,0,SI
2022008S13148,2022-01-14 06:00:00,-16.6,125.8,15,999,0,SI
2022008S13148,2022-01-14 09:00:00,-16.7,125.7, , ,0,SI
2022008S13148,2022-01-14 12:00:00,-16.8,125.6,15,998,0,SI
2022008S13148,2022-01-14 15:00:00,-17.0,125.4, , ,0,SI
2022008S13148,2022-01-14 18:00:00,-17.2,125.2,15,998,0,SI
2022008S13148,2022-01-14 21:00:00,-17.4,125.0, , ,0,SI
2022008S13148,2022-01-15 00:00:00,-17.8,124.9,15,997,0,SI
2022008S13148,2022-01-15 03:00:00,-18.3,124.8, , ,0,SI
2022008S13148,2022-01-15 06:00:00,-18.8,124.7,20,997,0,SI
2022008S13148,2022-01-15 09:00:00,-19.2,124.8, , ,0,SI
2022008S13148,2022-01-15 12:00:00,-19.7,125.0,20,998,0,SI
2022008S13148,2022-01-15 15:00:00,-20.4,125.2, , ,0,SI
2022008S13148,2022-01-15 18:00:00,-21.0,125.6,20,998,0,SI
2022008S13148,2022-01-15 21:00:00,-21.4,125.9, , ,0,SI
2022008S13148,2022-01-16 00:00:00,-21.8,126.3,25,992,0,SI
2022008S13148,2022-01-16 03:00:00,-22.6,126.8, , ,0,SI
2022008S13148,2022-01-16 06:00:00,-23.3,127.3,25,992,0,SI
2022008S13148,2022-01-16 09:00:00,-23.8,127.6, , ,0,SI
2022008S13148,2022-01-16 12:00:00,-24.1,127.9,25,992,0,SI
2022008S13148,2022-01-16 15:00:00,-24.4,128.2, , ,0,SI
2022008S13148,2022-01-16 18:00:00,-24.7,128.4,25,992,0,SI
2022008S13148,2022-01-16 21:00:00,-25.0,128.7, , ,0,SI
2022008S13148,2022-01-17 00:00:00,-25.3,129.0,30,992,0,SI
2022008S13148,2022-01-17 03:00:00,-25.6,129.4, , ,0,SI
2022008S13148,2022-01-17 06:00:00,-26.0,129.9,30,992,0,SI
2022008S17173,2022-01-07 12:00:00,-17.4,172.8, , ,470,SP
2022008S17173,2022-01-07 15:00:00,-17.5,172.7, , ,479,SP
2022008S17173,2022-01-07 18:00:00,-17.7,172.7,25, ,477,SP
2022008S17173,2022-01-07 21:00:00,-17.9,172.7, , ,476,SP
2022008S17173,2022-01-08 00:00:00,-18.0,172.8, , ,465,SP
2022008S17173,2022-01-08 03:00:00,-18.1,173.0, , ,444,SP
2022008S17173,2022-01-08 06:00:00,-18.2,173.1, , ,433,SP
2022008S17173,2022-01-08 09:00:00,-18.3,173.3, , ,413,SP
2022008S17173,2022-01-08 12:00:00,-18.4,173.5, , ,393,SP
2022008S17173,2022-01-08 15:00:00,-18.3,173.8, , ,360,SP
2022008S17173,2022-01-08 18:00:00,-18.3,174.3,30, ,308,SP
2022008S17173,2022-01-08 21:00:00,-18.3,174.8, , ,255,SP
2022008S17173,2022-01-09 00:00:00,-18.3,175.3, , ,203,SP
2022008S17173,2022-01-09 03:00:00,-18.5,175.8, , ,158,SP
2022008S17173,2022-01-09 06:00:00,-18.8,176.3,35, ,130,SP
2022008S17173,2022-01-09 09:00:00,-19.1,176.7, , ,128,SP
2022008S17173,2022-01-09 12:00:00,-19.4,177.0, , ,148,SP
2022008S17173,2022-01-09 15:00:00,-19.6,177.2, , ,162,SP
2022008S17173,2022-01-09 18:00:00,-19.8,177.2,35, ,183,SP
2022008S17173,2022-01-09 21:00:00,-19.9,176.9, , ,203,SP
2022008S17173,2022-01-10 00:00:00,-20.0,176.6,40, ,224,SP
2022008S17173,2022-01-10 03:00:00,-20.2,176.3, , ,257,SP
2022008S17173,2022-01-10 06:00:00,-20.4,175.9,45, ,296,SP
2022008S17173,2022-01-10 09:00:00,-20.6,175.6, , ,331,SP
2022008S17173,2022-01-10 12:00:00,-20.7,175.1,45, ,371,SP
2022008S17173,2022-01-10 15:00:00,-20.7,174.6, , ,405,SP
2022008S17173,2022-01-10 18:00:00,-20.7,174.2,45, ,428,SP
2022008S17173,2022-01-10 21:00:00,-20.7,174.0, , ,451,SP
2022008S17173,2022-01-11 00:00:00,-20.8,173.8,45, ,474,SP
2022008S17173,2022-01-11 03:00:00,-20.9,173.7, , ,489,SP
2022008S17173,2022-01-11 06:00:00,-21.0,173.6,50, ,504,SP
2022008S17173,2022-01-11 09:00:00,-21.1,173.5, , ,520,SP
2022008S17173,2022-01-11 12:00:00,-21.3,173.5,55, ,535,SP
2022008S17173,2022-01-11 15:00:00,-21.5,173.6, , ,542,SP
2022008S17173,2022-01-11 18:00:00,-21.8,173.7,60, ,559,SP
2022008S17173,2022-01-11 21:00:00,-22.3,173.8, , ,594,SP
2022008S17173,2022-01-12 00:00:00,-22.8,173.9,70, ,633,SP
2022008S17173,2022-01-12 03:00:00,-23.1,173.9, , ,661,SP
2022008S17173,2022-01-12 06:00:00,-23.4,174.0,65, ,684,SP
2022008S17173,2022-01-12 09:00:00,-23.9,174.4, , ,714,SP
2022008S17173,2022-01-12 12:00:00,-24.3,174.7,60, ,743,SP
2022008S17173,2022-01-12 15:00:00,-24.6,174.9, , ,768,SP
2022008S17173,2022-01-12 18:00:00,-24.9,175.1,50, ,792,SP
2022008S17173,2022-01-12 21:00:00,-25.3,175.5, , ,820,SP
2022008S17173,2022-01-13 00:00:00,-25.6,175.9,45,987,841,SP
2022008S17173,2022-01-13 03:00:00,-25.9,176.2, , ,867,SP
2022008S17173,2022-01-13 06:00:00,-26.3,176.4,45,987,907,SP
2022008S17173,2022-01-13 09:00:00,-26.6,176.7, , ,935,SP
2022008S17173,2022-01-13 12:00:00,-26.9,176.9,45,987,925,SP
2022008S17173,2022-01-13 15:00:00,-27.2,177.1, , ,903,SP
2022008S17173,2022-01-13 18:00:00,-27.5,177.3, , ,891,SP
2022008S17173,2022-01-13 21:00:00,-27.7,177.3, , ,861,SP
2022008S17173,2022-01-14 00:00:00,-27.8,177.4, , ,856,SP
2022008S17173,2022-01-14 03:00:00,-27.9,177.7, , ,860,SP
2022008S17173,2022-01-14 06:00:00,-28.0,178.0,45,987,866,SP
2022008S17173,2022-01-14 09:00:00,-28.0,178.2, , ,876,SP
2022008S17173,2022-01-14 12:00:00,-28.1,178.5, , ,883,SP
2022008S17173,2022-01-14 15:00:00,-28.2,178.9, , ,897,SP
2022008S17173,2022-01-14 18:00:00,-28.3,179.3, , ,908,SP
2022008S17173,2022-01-14 21:00:00,-28.4,179.7, , ,920,SP
2022008S17173,2022-01-15 00:00:00,-28.5,180.1, , ,933,SP
2022008S17173,2022-01-15 03:00:00,-28.9,180.4, , ,915,SP
2022008S17173,2022-01-15 06:00:00,-29.3,180.8, , ,904,SP
2022008S17173,2022-01-15 09:00:00,-29.7,181.1, , ,891,SP
2022008S17173,2022-01-15 12:00:00,-30.1,181.3, , ,873,SP
2022008S17173,2022-01-15 15:00:00,-30.5,181.4, , ,841,SP
2022008S17173,2022-01-15 18:00:00,-30.9,181.6, , ,805,SP
2022008S17173,2022-01-15 21:00:00,-31.4,181.8, , ,760,SP
2022008S17173,2022-01-16 00:00:00,-31.9,182.1, , ,720,SP
2022008S17173,2022-01-16 03:00:00,-32.3,182.3, , ,689,SP
2022008S17173,2022-01-16 06:00:00,-32.8,182.5, , ,650,SP
2022008S17173,2022-01-16 09:00:00,-33.4,182.7, , ,605,SP
2022008S17173,2022-01-16 12:00:00,-34.1,182.9, , ,556,SP
2022008S17173,2022-01-16 15:00:00,-34.9,183.0, , ,501,SP
2022008S17173,2022-01-16 18:00:00,-35.7,183.0, , ,450,SP
2022008S17173,2022-01-16 21:00:00,-36.6,182.6, , ,374,SP
2022008S17173,2022-01-17 00:00:00,-37.6,182.2, , ,316,SP
2022008S17173,2022-01-17 03:00:00,-38.7,182.1, , ,324,SP
2022008S17173,2022-01-17 06:00:00,-39.6,182.2, , ,357,SP
2022008S17173,2022-01-17 09:00:00,-40.2,182.5, , ,403,SP
2022008S17173,2022-01-17 12:00:00,-40.7,182.8, , ,444,SP
2022008S17173,2022-01-17 15:00:00,-41.1,183.1, , ,483,SP
2022008S17173,2022-01-17 18:00:00,-41.5,183.4, , ,524,SP
2022008S17173,2022-01-17 21:00:00,-41.9,183.7, , ,567,SP
2022008S17173,2022-01-18 00:00:00,-42.4,184.2, , ,630,SP
2022008S17173,2022-01-18 03:00:00,-42.9,184.8, , ,701,SP
2022008S17173,2022-01-18 06:00:00,-43.4,185.5, , ,779,SP
2022008S17173,2022-01-18 09:00:00,-43.9,186.2, , ,856,SP
2022008S17173,2022-01-18 12:00:00,-44.4,186.9, , ,933,SP
2022008S17173,2022-01-18 15:00:00,-45.0,187.6, , ,1017,SP
2022008S17173,2022-01-18 18:00:00,-45.6,188.4, , ,1106,SP
2022008S17173,2022-01-18 21:00:00,-46.3,189.2, , ,1196,SP
2022008S17173,2022-01-19 00:00:00,-47.1,190.1, , ,1295,SP
2022008S17173,2022-01-19 03:00:00,-47.9,191.1, , ,1401,SP
2022008S17173,2022-01-19 06:00:00,-48.7,192.1, , ,1507,SP
2022008S17173,2022-01-19 09:00:00,-49.5,193.3, , ,1625,SP
2022008S17173,2022-01-19 12:00:00,-50.3,194.5, , ,1743,SP
2022020S13060,2022-01-20 00:00:00,-12.9,59.7,25,1005,833,SI
2022020S13060,2022-01-20 03:00:00,-13.4,59.3, , ,768,SI
2022020S13060,2022-01-20 06:00:00,-13.8,59.1,25,1005,731,SI
2022020S13060,2022-01-20 09:00:00,-14.1,58.9, , ,683,SI
2022020S13060,2022-01-20 12:00:00,-14.4,58.9,25,1004,661,SI
2022020S13060,2022-01-20 15:00:00,-14.7,58.8, , ,615,SI
2022020S13060,2022-01-20 18:00:00,-15.0,58.8,25,1003,582,SI
2022020S13060,2022-01-20 21:00:00,-15.2,58.7, , ,558,SI
2022020S13060,2022-01-21 00:00:00,-15.5,58.5,25,1003,521,SI
2022020S13060,2022-01-21 03:00:00,-16.0,58.1, , ,460,SI
2022020S13060,2022-01-21 06:00:00,-16.5,57.7,25,1002,402,SI
2022020S13060,2022-01-21 09:00:00,-16.8,57.3, , ,369,SI
2022020S13060,2022-01-21 12:00:00,-17.1,56.8,25,1004,354,SI
2022020S13060,2022-01-21 15:00:00,-17.2,56.0, , ,360,SI
2022020S13060,2022-01-21 18:00:00,-17.4,54.9,25,1003,416,SI
2022020S13060,2022-01-21 21:00:00,-17.6,53.8, , ,411,SI
2022020S13060,2022-01-22 00:00:00,-17.8,52.7,30,1000,327,SI
2022020S13060,2022-01-22 03:00:00,-17.8,51.4, , ,201,SI
2022020S13060,2022-01-22 06:00:00,-17.7,50.3,40,995,85,SI
2022020S13060,2022-01-22 09:00:00,-17.6,49.3, , ,0,SI
2022020S13060,2022-01-22 12:00:00,-17.6,48.4,20,1000,0,SI
2022020S13060,2022-01-22 15:00:00,-17.4,47.5, , ,0,SI
2022020S13060,2022-01-22 18:00:00,-17.2,46.8,20,1005,0,SI
2022020S13060,2022-01-22 21:00:00,-16.8,46.4, , ,0,SI
2022020S13060,2022-01-23 00:00:00,-16.5,46.2,20,1005,0,SI
2022020S13060,2022-01-23 03:00:00,-16.1,45.7, , ,0,SI
2022020S13060,2022-01-23 06:00:00,-15.8,45.3,25,1000,24,SI
2022020S13060,2022-01-23 09:00:00,-15.6,44.7, , ,61,SI
2022020S13060,2022-01-23 12:00:00,-15.6,44.2,30,998,92,SI
2022020S13060,2022-01-23 15:00:00,-15.7,43.9, , ,85,SI
2022020S13060,2022-01-23 18:00:00,-15.9,43.6,30,996,102,SI
2022020S13060,2022-01-23 21:00:00,-16.0,42.9, , ,163,SI
2022020S13060,2022-01-24 00:00:00,-16.1,42.1,40,993,174,SI
2022020S13060,2022-01-24 03:00:00,-16.2,41.3, , ,111,SI
2022020S13060,2022-01-24 06:00:00,-16.3,40.4,50,987,39,SI
2022020S13060,2022-01-24 09:00:00,-16.3,39.6, , ,0,SI
2022020S13060,2022-01-24 12:00:00,-16.4,38.8,40,992,0,SI
2022020S13060,2022-01-24 15:00:00,-16.5,37.9, , ,0,SI
2022020S13060,2022-01-24 18:00:00,-16.5,37.0,30,994,0,SI
2022020S13060,2022-01-24 21:00:00,-16.6,36.0, , ,0,SI
2022020S13060,2022-01-25 00:00:00,-16.6,35.1,30,996,0,SI
2022020S13060,2022-01-25 03:00:00,-16.5,34.4, , ,0,SI
2022020S13060,2022-01-25 06:00:00,-16.4,33.7,25,1000,0,SI
2022020S13060,2022-01-25 09:00:00,-16.4,32.9, , ,0,SI
2022020S13060,2022-01-25 12:00:00,-16.5,31.9,25,1002,0,SI
2022024S09090,2022-01-24 00:00:00,-9.4,89.7,20,1006,1334,SI
2022024S09090,2022-01-24 03:00:00,-9.6,89.6, , ,1357,SI
2022024S09090,2022-01-24 06:00:00,-9.7,89.5,20,1006,1373,SI
2022024S09090,2022-01-24 09:00:00,-9.8,89.5, , ,1380,SI
2022024S09090,2022-01-24 12:00:00,-10.0,89.6,22,1005,1386,SI
2022024S09090,2022-01-24 15:00:00,-10.1,89.7, , ,1386,SI
2022024S09090,2022-01-24 18:00:00,-10.3,89.9,23,1004,1385,SI
2022024S09090,2022-01-24 21:00:00,-10.6,90.1, , ,1393,SI
2022024S09090,2022-01-25 00:00:00,-10.9,90.4, , ,1394,SI
2022024S09090,2022-01-25 03:00:00,-11.2,90.7, , ,1397,SI
2022024S09090,2022-01-25 06:00:00,-11.6,90.9, , ,1417,SI
2022024S09090,2022-01-25 09:00:00,-11.9,91.1, , ,1430,SI
2022024S09090,2022-01-25 12:00:00,-12.3,91.1, , ,1466,SI
2022024S09090,2022-01-25 15:00:00,-12.9,90.9, , ,1533,SI
2022024S09090,2022-01-25 18:00:00,-13.4,90.5, , ,1604,SI
2022024S09090,2022-01-25 21:00:00,-13.8,90.0, , ,1672,SI
2022024S09090,2022-01-26 00:00:00,-14.1,89.4,25,1003,1738,SI
2022024S09090,2022-01-26 03:00:00,-14.4,88.7, , ,1811,SI
2022024S09090,2022-01-26 06:00:00,-14.6,88.0,28,1001,1868,SI
2022024S09090,2022-01-26 09:00:00,-14.7,87.3, , ,1935,SI
2022024S09090,2022-01-26 12:00:00,-14.9,86.7,30,1000,1995,SI
2022024S09090,2022-01-26 15:00:00,-15.3,85.9, , ,2087,SI
2022024S09090,2022-01-26 18:00:00,-15.7,85.1,40,994,2179,SI
2022024S09090,2022-01-26 21:00:00,-16.0,84.3, , ,2264,SI
2022024S09090,2022-01-27 00:00:00,-16.3,83.4,50,988,2350,SI
2022024S09090,2022-01-27 03:00:00,-16.6,82.5, , ,2451,SI
2022024S09090,2022-01-27 06:00:00,-17.0,81.7,60,982,2538,SI
2022024S09090,2022-01-27 09:00:00,-17.5,80.7, , ,2427,SI
2022024S09090,2022-01-27 12:00:00,-17.9,79.8,85,965,2325,SI
2022024S09090,2022-01-27 15:00:00,-18.1,78.7, , ,2206,SI
2022024S09090,2022-01-27 18:00:00,-18.2,77.7,70,977,2100,SI
2022024S09090,2022-01-27 21:00:00,-18.3,76.8, , ,2005,SI
2022024S09090,2022-01-28 00:00:00,-18.4,76.1,50,992,1930,SI
2022024S09090,2022-01-28 03:00:00,-18.5,75.3, , ,1845,SI
2022024S09090,2022-01-28 06:00:00,-18.5,74.6,45,995,1772,SI
2022024S09090,2022-01-28 09:00:00,-18.5,74.0, , ,1710,SI
2022024S09090,2022-01-28 12:00:00,-18.5,73.5,40,998,1660,SI
2022024S09090,2022-01-28 15:00:00,-18.4,73.0, , ,1608,SI
2022024S09090,2022-01-28 18:00:00,-18.3,72.6,45,994,1568,SI
2022024S09090,2022-01-28 21:00:00,-18.3,72.1, , ,1516,SI
2022024S09090,2022-01-29 00:00:00,-18.3,71.6,50,990,1475,SI
2022024S09090,2022-01-29 03:00:00,-18.2,71.2, , ,1425,SI
2022024S09090,2022-01-29 06:00:00,-18.2,70.7,65,978,1376,SI
2022024S09090,2022-01-29 09:00:00,-18.0,70.3, , ,1337,SI
2022024S09090,2022-01-29 12:00:00,-17.9,69.9,80,965,1299,SI
2022024S09090,2022-01-29 15:00:00,-17.8,69.5, , ,1260,SI
2022024S09090,2022-01-29 18:00:00,-17.8,69.1,85,962,1233,SI
2022024S09090,2022-01-29 21:00:00,-17.6,68.6, , ,1175,SI
2022024S09090,2022-01-30 00:00:00,-17.5,68.1,85,962,1131,SI
2022024S09090,2022-01-30 03:00:00,-17.3,67.6, , ,1084,SI
2022024S09090,2022-01-30 06:00:00,-17.1,67.1,90,957,1046,SI
2022024S09090,2022-01-30 09:00:00,-16.8,66.5, , ,997,SI
2022024S09090,2022-01-30 12:00:00,-16.7,66.0,95,952,958,SI
2022024S09090,2022-01-30 15:00:00,-16.6,65.6, , ,920,SI
2022024S09090,2022-01-30 18:00:00,-16.6,65.3,85,963,897,SI
2022024S09090,2022-01-30 21:00:00,-16.5,64.9, , ,860,SI
2022024S09090,2022-01-31 00:00:00,-16.3,64.5,65,980,834,SI
2022024S09090,2022-01-31 03:00:00,-16.1,64.1, , ,810,SI
2022024S09090,2022-01-31 06:00:00,-15.9,63.8,65,980,804,SI
2022024S09090,2022-01-31 09:00:00,-15.8,63.5, , ,779,SI
2022024S09090,2022-01-31 12:00:00,-15.8,63.2,60,985,754,SI
2022024S09090,2022-01-31 15:00:00,-15.8,63.1, , ,746,SI
2022024S09090,2022-01-31 18:00:00,-16.0,62.9,60,983,723,SI
2022024S09090,2022-01-31 21:00:00,-16.2,62.6, , ,677,SI
2022024S09090,2022-02-01 00:00:00,-16.4,62.3,65,978,638,SI
2022024S09090,2022-02-01 03:00:00,-16.6,61.7, , ,575,SI
2022024S09090,2022-02-01 06:00:00,-16.8,61.1,70,972,522,SI
2022024S09090,2022-02-01 09:00:00,-16.9,60.5, , ,464,SI
2022024S09090,2022-02-01 12:00:00,-17.2,60.1,80,957,420,SI
2022024S09090,2022-02-01 15:00:00,-17.3,59.6, , ,371,SI
2022024S09090,2022-02-01 18:00:00,-17.5,59.1,80,955,326,SI
2022024S09090,2022-02-01 21:00:00,-17.8,58.7, , ,277,SI
2022024S09090,2022-02-02 00:00:00,-18.1,58.3,90,943,243,SI
2022024S09090,2022-02-02 03:00:00,-18.3,58.0, , ,203,SI
2022024S09090,2022-02-02 06:00:00,-18.6,57.6,100,933,178,SI
2022024S09090,2022-02-02 09:00:00,-18.7,57.1, , ,162,SI
2022024S09090,2022-02-02 12:00:00,-18.8,56.7,110,923,167,SI
2022024S09090,2022-02-02 15:00:00,-18.9,56.4, , ,176,SI
2022024S09090,2022-02-02 18:00:00,-18.9,56.1,100,933,198,SI
2022024S09090,2022-02-02 21:00:00,-19.0,55.9, , ,207,SI
2022024S09090,2022-02-03 00:00:00,-19.0,55.7,90,942,223,SI
2022024S09090,2022-02-03 03:00:00,-19.0,55.5, , ,223,SI
2022024S09090,2022-02-03 06:00:00,-19.1,55.4,85,945,223,SI
2022024S09090,2022-02-03 09:00:00,-19.1,55.2, , ,212,SI
2022024S09090,2022-02-03 12:00:00,-19.2,55.0,85,945,203,SI
2022024S09090,2022-02-03 15:00:00,-19.3,54.8, , ,197,SI
2022024S09090,2022-02-03 18:00:00,-19.3,54.5,85,945,207,SI
2022024S09090,2022-02-03 21:00:00,-19.3,54.2, , ,222,SI
2022024S09090,2022-02-04 00:00:00,-19.3,53.8,90,945,255,SI
2022024S09090,2022-02-04 03:00:00,-19.3,53.4, , ,274,SI
2022024S09090,2022-02-04 06:00:00,-19.3,53.1,90,943,297,SI
2022024S09090,2022-02-04 09:00:00,-19.4,52.8, , ,314,SI
2022024S09090,2022-02-04 12:00:00,-19.4,52.5,95,938,339,SI
2022024S09090,2022-02-04 15:00:00,-19.5,52.2, , ,327,SI
2022024S09090,2022-02-04 18:00:00,-19.6,52.0,95,938,307,SI
2022024S09090,2022-02-04 21:00:00,-19.7,51.6, , ,273,SI
2022024S09090,2022-02-05 00:00:00,-19.8,51.3,90,943,247,SI
2022024S09090,2022-02-05 03:00:00,-20.0,50.9, , ,218,SI
2022024S09090,2022-02-05 06:00:00,-20.3,50.5,85,948,178,SI
2022024S09090,2022-02-05 09:00:00,-20.5,49.9, , ,127,SI
2022024S09090,2022-02-05 12:00:00,-20.8,49.4,90,943,89,SI
2022024S09090,2022-02-05 15:00:00,-20.9,48.8, , ,41,SI
2022024S09090,2022-02-05 18:00:00,-21.0,48.3,80,955,0,SI
2022024S09090,2022-02-05 21:00:00,-21.1,47.5, , ,0,SI
2022024S09090,2022-02-06 00:00:00,-21.4,46.7,50, ,0,SI
2022024S09090,2022-02-06 03:00:00,-21.8,45.9, , ,0,SI
2022024S09090,2022-02-06 06:00:00,-22.2,45.2,35, ,0,SI
2022024S09090,2022-02-06 09:00:00,-22.5,44.7, , ,0,SI
2022024S09090,2022-02-06 12:00:00,-22.8,44.3,32,990,0,SI
2022024S09090,2022-02-06 15:00:00,-22.9,43.7, , ,0,SI
2022024S09090,2022-02-06 18:00:00,-23.0,43.1,35,988,37,SI
2022024S09090,2022-02-06 21:00:00,-23.0,42.6, , ,84,SI
2022024S09090,2022-02-07 00:00:00,-23.1,42.3,37,987,114,SI
2022024S09090,2022-02-07 03:00:00,-23.3,42.1, , ,144,SI
2022024S09090,2022-02-07 06:00:00,-23.7,42.0,40,985,163,SI
2022024S09090,2022-02-07 09:00:00,-24.0,42.0, , ,166,SI
2022024S09090,2022-02-07 12:00:00,-24.4,41.9,43,983,185,SI
2022024S09090,2022-02-07 15:00:00,-24.9,41.8, , ,204,SI
2022024S09090,2022-02-07 18:00:00,-25.3,41.6,47,980,235,SI
2022024S09090,2022-02-07 21:00:00,-25.7,41.5, , ,261,SI
2022024S09090,2022-02-08 00:00:00,-26.0,41.4,45,981,274,SI
2022024S09090,2022-02-08 03:00:00,-26.4,41.5, , ,295,SI
2022024S09090,2022-02-08 06:00:00,-26.8,41.7,42,983,305,SI
2022024S09090,2022-02-08 09:00:00,-27.3,41.8, , ,337,SI
2022024S09090,2022-02-08 12:00:00,-27.9,41.9,42,983,373,SI
2022024S09090,2022-02-08 15:00:00,-28.5,42.0, , ,429,SI
2022024S09090,2022-02-08 18:00:00,-29.2,42.1,42,983,486,SI
2022024S09090,2022-02-08 21:00:00,-29.8,42.2, , ,547,SI
2022024S09090,2022-02-09 00:00:00,-30.5,42.4,43,982,612,SI
2022024S09090,2022-02-09 03:00:00,-31.4,42.6, , ,695,SI
2022024S09090,2022-02-09 06:00:00,-32.4,42.9,43,982,791,SI
2022024S09090,2022-02-09 09:00:00,-33.4,43.0, , ,896,SI
2022024S09090,2022-02-09 12:00:00,-34.3,43.1,42,983,991,SI
2022024S09090,2022-02-09 15:00:00,-35.0,43.1, , ,1067,SI
2022024S09090,2022-02-09 18:00:00,-35.8,43.5,40,984,1149,SI
2022024S09090,2022-02-09 21:00:00,-36.5,44.2, , ,1219,SI
2022024S09090,2022-02-10 00:00:00,-37.2,45.4,40,984,1294,SI
2022024S09090,2022-02-10 03:00:00,-37.8,46.9, , ,1367,SI
2022024S09090,2022-02-10 06:00:00,-38.4,48.7,40,986,1458,SI
2022024S09090,2022-02-10 09:00:00,-39.0,50.5, , ,1565,SI
2022024S09090,2022-02-10 12:00:00,-39.5,52.4,40,986,1663,SI
2022030S14147,2022-01-29 18:00:00,-14.2,147.4,20,1001,247,SP
2022030S14147,2022-01-29 21:00:00,-14.0,147.7, , ,281,SP
2022030S14147,2022-01-30 00:00:00,-13.9,148.0,25,1003,315,SP
2022030S14147,2022-01-30 03:00:00,-13.7,148.2, , ,344,SP
2022030S14147,2022-01-30 06:00:00,-13.6,148.6,30,999,354,SP
2022030S14147,2022-01-30 09:00:00,-13.7,149.0, , ,360,SP
2022030S14147,2022-01-30 12:00:00,-14.0,149.4,30,1000,368,SP
2022030S14147,2022-01-30 15:00:00,-14.1,149.7, , ,384,SP
2022030S14147,2022-01-30 18:00:00,-14.2,149.9,30,999,393,SP
2022030S14147,2022-01-30 21:00:00,-14.2,150.0, , ,392,SP
2022030S14147,2022-01-31 00:00:00,-14.2,150.1,30,1000,392,SP
2022030S14147,2022-01-31 03:00:00,-14.3,150.5, , ,403,SP
